,open,high,low,close,volume_btc,volume,weighted_price,cycle,close_-1_s,close_-1_d,rs_12,rsi_12,change,vr,macd,macds,macdh,Obv
2013-02-01,25.81562142857143,25.820896428571427,25.809703571428575,25.815224999999998,124965.23710000001,3246043.9947000006,25.815375,2016,15.32134193548387,10.493883064516128,27.029843030438617,96.43237388481246,68.49193176879984,966.763860672273,1.9167350402320587,0.9122584550786375,1.0044765851534212,8876683.171800002
2013-03-01,57.22634193548387,57.2589258064516,57.196593548387085,57.2281129032258,177218.7175,10333964.655300003,57.22596129032258,2016,25.815224999999998,31.4128879032258,77.38761644342215,98.72428829275378,121.68357201312716,1975.8239935306974,4.388261425409873,1.6275939534184343,2.7606674719914386,19210647.827100005
2013-04-01,127.84323333333332,128.05326333333338,127.58934666666669,127.82918999999998,439636.3611,51666003.424499996,127.82467666666666,2016,57.2281129032258,70.60107709677419,200.85679036180693,99.50459927644366,123.36782311197716,7020.751668317318,10.58780285262425,3.4609185327205685,7.126884319903682,70876651.2516
2013-05-01,117.90371935483871,117.97237096774194,117.76691612903225,117.8454193548387,299189.38259999995,34254648.995699994,117.86552903225808,2016,127.82918999999998,-9.983770645161286,10.019211095078536,90.92494016702679,-7.810243220004198,203.80748977179692,14.576195813257918,5.724755652870986,8.851440160386932,36622002.2559
2013-06-01,105.45425333333336,105.55170333333335,105.37106666666668,105.47210666666666,249642.46379999997,26162861.11940001,105.46034666666667,2016,117.8454193548387,-12.373312688172035,4.385602900232608,81.43197672526489,-10.49961276043776,117.02289064867779,16.67028699403302,7.945871574988822,8.724415419044199,10459141.136499994
2013-07-01,85.43439354838712,85.50284193548384,85.36195806451614,85.43648709677417,420190.6402999999,35213036.13149999,85.43187096774192,2016,105.47210666666666,-20.03561956989249,2.200227498679388,68.75222150885642,-18.996131018045304,74.38934247660197,16.777128478130663,9.732723961031455,7.044404517099208,-24753894.994999997
2013-08-01,103.46916451612907,103.50727741935484,103.43090000000002,103.4727129032258,332911.9177,35219671.5964,103.47004193548386,2016,85.43648709677417,18.036225806451625,2.6895871892578724,72.89669687407113,21.110682823395987,110.82800990749082,17.8518597725582,11.371667711292943,6.480192061265257,10465776.601400003
2013-09-01,124.84925999999999,124.90394999999998,124.78929666666669,124.85394333333335,318194.9634,39560757.5095,124.84516666666669,2016,103.4727129032258,21.38123043010755,3.3224415601170527,76.86492723864797,20.66364148594868,151.75801353506748,19.90539014162451,13.091099363616314,6.8142907780081945,50026534.1109
2013-10-01,152.77526451612903,152.8712064516129,152.6707935483871,152.771964516129,626596.9202,98059329.9932,152.76766451612903,2016,124.85394333333335,27.918021182795655,4.223897040249971,80.85720311302023,22.360544198640575,253.21129666230803,23.15871221475645,15.116578250855412,8.042133963901037,148085864.1041
2013-11-01,528.44731,529.2367866666667,527.4815433333333,528.3782533333334,965986.9133999998,494825104.1144,528.33893,2016,152.771964516129,375.6062888172044,17.454543564281323,94.58128023314814,245.8607441534533,765.1629017738848,51.23391763970962,22.374319844268317,28.8595977954413,642910968.2185
2013-12-01,794.2683580645163,795.8179322580645,792.6295161290323,794.2562258064515,952410.6620000002,720669317.6360999,794.1407516129032,2016,528.3782533333334,265.8779724731181,27.671443286774622,96.51220906461562,50.31962818223443,1510.7754643757369,90.94379369866368,36.14022071826247,54.80357298040121,1363580285.8546
2014-01-01,819.0089677419355,819.7288870967741,818.2639161290326,819.0285322580647,443963.84179999994,365752125.2311001,818.9883064516129,2016,794.2562258064515,24.77230645161319,28.709908080051218,96.63411950886697,3.1189313532242746,1889.1867172165828,122.5295576462031,53.4704655549589,69.0590920912442,1729332411.0857
2014-02-01,663.8962285714285,664.6809642857144,663.1002035714288,663.9290714285715,825856.7657000001,508987815.56960005,663.8657964285713,2016,819.0285322580647,-155.09946082949318,3.5475401972774687,78.01008992512739,-18.937003379098815,301.49587199449945,134.71376984345892,69.7585084839546,64.95526135950432,1220344595.5161
2014-03-01,594.549,595.122570967742,593.968906451613,594.5610225806452,493562.4889,287327937.5155,594.5192419354838,2016,663.9290714285715,-69.36804884792639,2.4849340491824967,71.30505238012805,-10.448111377118586,204.48319796387042,137.68388209984653,83.36991148958847,54.31397061025805,933016658.0005999
2014-04-01,462.2822566666666,462.8181166666665,461.75473333333343,462.29096666666675,515924.52670000005,234377846.3204001,462.2731,2016,594.5610225806452,-132.2700559139784,1.5310102061062865,60.490084252232116,-22.246674586886083,161.97425424180034,128.86519621536002,92.48307036506317,36.382125850296845,698638811.6801997
2014-05-01,485.7376999999999,486.1113483870968,485.37453548387106,485.75826774193547,301545.5948000001,152494874.1599,485.7556870967742,2016,462.29096666666675,23.467301075268722,1.6053102389958636,61.616855258457846,5.076305350389787,175.50847488807474,122.18955671700132,98.43173172152412,23.757824995477208,851133685.8400998
2014-06-01,613.0368933333334,613.4732866666667,612.5464000000001,613.0111266666665,289718.28649999993,178029895.7076,613.0103899999998,2016,485.75826774193547,127.25285892473107,2.044833606878136,67.15748283449555,26.196745866266056,191.294072380984,124.86690846324899,103.72400828671633,21.142900176532663,1029163581.5476998
2014-07-01,618.4405096774194,618.7284580645162,618.1408290322582,618.4502451612902,160537.0877,98572685.97990002,618.4156741935484,2016,613.0111266666665,5.439118494623699,2.0653278320204076,67.3770619392157,0.8872789184430685,200.02993471410127,125.91473879229073,108.16567343751522,17.74906535477551,1127736267.5275998
2014-08-01,537.1437161290321,537.4301774193548,536.8533612903226,537.1500548387096,315108.53149999987,164217785.8696,537.1184032258064,2016,618.4502451612902,-81.30019032258065,1.5480105189324642,60.75369420299849,-13.145793207888168,174.56525912199947,119.25876505736483,110.385698869771,8.873066187593821,963518481.6579998
2014-09-01,445.0446700000001,445.2883466666666,444.78503,445.0347366666667,345105.08060000004,148736611.9238,445.0186133333333,2016,537.1500548387096,-92.11531817204292,1.1820509758729878,54.171556436717836,-17.14889858844052,156.5098041278185,105.81970939344518,109.47203769325031,-3.6523282998051343,814781869.7341998
2014-10-01,363.89464193548395,364.1782516129032,363.59371612903226,363.8929709677419,597430.4920999999,211284404.36310005,363.8756419354838,2016,445.0347366666667,-81.14176569892476,0.9632294344698287,49.06351838240187,-18.23268140969867,136.43258337690784,88.01710989547917,105.17931079679147,-17.162200901312303,603497465.3710997
2014-11-01,366.18995333333334,366.44186333333334,365.9226633333334,366.1893166666666,439578.53740000003,165083338.7847,366.1727433333333,2016,363.8929709677419,2.2963456989247106,0.9689446846051495,49.211371562703945,0.6310497542224569,146.39016818657836,73.25080782641254,98.79153725168372,-25.54072942527118,768580804.1557997
2014-12-01,342.6946677419354,342.87853870967734,342.49298064516125,342.6871193548387,295853.00999999995,100427487.8437,342.6785032258065,2016,366.1893166666666,-23.5021973118279,0.910824157589249,47.666560733582685,-6.418045596131194,137.9427913826055,59.080281395656186,90.84722361874225,-31.766942223086062,668153316.3120997
2015-01-01,247.89158928571425,248.16498571428568,247.61174285714281,247.8966107142857,786634.7548000001,184232910.8712,247.88392499999995,2016,342.6871193548387,-94.79050864055301,0.72063323224206,41.881861790094774,-27.66094880338974,124.87869062658878,40.12392116094003,80.70045572593965,-40.57653456499962,483920405.4408997
2015-02-01,234.07231071428572,234.2027678571429,233.93381071428573,234.0830035714286,343817.5751999999,80525184.02769999,234.06628928571425,2016,247.8966107142857,-13.813607142857109,0.6974796806358438,41.08913282393937,-5.572325939856448,119.83041654320812,23.776011410658555,69.31367490940303,-45.53766349874448,403395221.4131997
2015-03-01,268.3484290322581,268.4558548387097,268.22814516129034,268.3498322580645,297982.04049999994,79674425.3077,268.3349290322581,2016,234.0830035714286,34.266828686635904,0.7844275023644998,43.95961737448424,14.638751282162033,123.68544490086992,13.325100606425224,58.11447141932652,-44.789370812901296,483069646.7208997
2015-04-01,234.65577666666664,234.73184666666666,234.57645333333338,234.65419666666665,256103.50970000005,59537584.328899994,234.64939,2016,268.3498322580645,-33.69563559139786,0.7175050328897932,41.77600758948304,-12.556607659435281,119.98063670580461,2.4089629163825066,46.97218486759999,-44.563221951217486,423532062.3919997
2015-05-01,236.62440322580645,236.70033870967745,236.53999677419355,236.61799354838712,199647.33779999995,47230916.50040001,236.61439354838708,2016,234.65419666666665,1.9637968817204694,0.7229291695213849,41.95930873479892,0.8368897337515335,121.75855790811707,-6.013610335626538,36.374124243666216,-42.387734579292754,470762978.8923997
2015-06-01,236.94405333333336,237.00457999999998,236.8707533333333,236.9385033333333,232996.34520000004,55881398.7325,236.93720666666667,2016,236.61799354838712,0.3205097849461822,0.723894917723383,41.991823879809104,0.13545452741767772,121.96168148118853,-12.514304607151871,26.595772993400995,-39.11007760055287,526644377.62489974
2015-07-01,279.36215483870967,279.4418935483871,279.2782774193548,279.3621870967742,396862.7655000001,111263694.2528,279.357535483871,2016,236.9385033333333,42.42368376344092,0.8633452499163206,46.33308024667419,17.904934473126886,129.4599117981386,-14.182560295228711,18.43966227476942,-32.62222256999813,637908071.8776997
2015-08-01,252.55362580645155,252.6303290322581,252.46348387096776,252.54760645161284,418868.9394,100811141.73070002,252.54245806451604,2016,279.3621870967742,-26.814580645161385,0.7876125604405836,44.059466680322764,-9.59850039972393,124.89213170768376,-17.403534594176392,11.270710649098339,-28.674245243274733,537096930.1469997
2015-09-01,233.54411000000002,233.6515533333333,233.41235999999998,233.53378999999998,569532.5764,133131161.8202,233.52719999999997,2016,252.54760645161284,-19.013816451612854,0.7375646641740797,42.448185059326576,-7.52880485337557,119.36754948624586,-21.20266739146956,4.775808726683414,-25.978476118152976,403965768.32679975
2015-10-01,264.7513903225807,264.87500322580644,264.60165161290325,264.74439032258067,716414.5033000001,193204275.83569998,264.7326193548387,2016,233.53378999999998,31.21060032258069,0.8513521703734055,45.985425355441336,13.36449013334673,126.50455509257125,-21.50745412847624,-0.480990382520384,-21.026463745955855,597170044.1624997
2015-11-01,348.4452933333334,348.7463333333333,348.10925333333336,348.4370233333333,887623.8465999999,323207350.5688001,348.42126666666667,2016,264.74439032258067,83.69263301075262,1.1842172598839404,54.21700861144484,31.612618083720847,139.31838169692168,-14.97766011519002,-3.380388987803836,-11.597271127386183,920377394.7312998
2015-12-01,422.4698967741936,422.6625451612904,422.25996774193555,422.47267096774203,418827.19590000005,176744486.1916,422.4513064516129,2016,348.4370233333333,74.03564763440875,1.5054430889934158,60.086900221638686,21.24792794007493,142.8730090837267,-3.9124251358438187,-3.4867981158141133,-0.4256270200297054,1097121880.9228997
2016-01-01,411.1385000000001,411.29095161290337,410.94488387096766,411.1301774193548,289462.536,117251442.13650002,411.1097354838709,2016,422.47267096774203,-11.34249354838721,1.4287388216070955,58.82636736796999,-2.6847875206709615,114.45651027278328,3.9118550725992804,-2.007046358408619,5.9189014310079,979870438.7863997
2016-02-01,402.00050689655177,402.1236379310345,401.8501000000001,402.0074344827585,216410.79870000007,87182429.1709,401.9816931034482,2016,411.1301774193548,-9.122742936596296,1.3675996402658208,57.76312924731964,-2.2189426701438753,80.52580254554063,9.281026419305306,0.2505939748298183,9.030432444475487,892688009.6154997
2016-03-01,415.2144677419356,415.32665161290316,415.08626774193544,415.219670967742,156279.18929999997,64696492.88939999,415.1997161290323,2016,402.0074344827585,13.212236484983464,1.435208908548639,58.93576126099217,3.2865652104128174,68.07536085253972,14.416526808029346,3.083806421123656,11.33272038690569,957384502.5048997
2016-04-01,433.1679900000001,433.2789066666666,433.0571966666667,433.17433,121556.23320000002,53061536.6806,433.16556,2016,415.219670967742,17.954659032258007,1.5354384215446728,60.55908944573117,4.324134979060967,89.00504313910402,19.684139597290596,6.403897317948452,13.280242279342144,1010446039.1854998
2016-05-01,460.00804193548396,460.15216774193544,459.8435000000001,460.01240322580645,137084.989,64559404.6528,459.996164516129,2016,433.17433,26.838073225806454,1.6988784211170245,62.947571399451355,6.195674897403647,108.75546561035583,25.695185196016325,10.262177449092944,15.433007746923382,1075005443.8382998
2016-06-01,638.4066566666665,638.7800433333334,637.97347,638.3983466666667,285642.2833,185592275.67989993,638.37114,2016,460.01240322580645,178.38594344086027,2.8839817266561694,74.25322593211764,38.778507316311625,140.50626808131955,44.148724882658996,17.03951863211091,27.109206250548088,1260597719.5181997
2016-07-01,660.8201633333333,661.0689399999999,660.5695200000001,660.8234100000001,112674.35020000002,74295409.2501,660.8062733333333,2016,638.3983466666667,22.425063333333355,3.046505845096755,75.28732100531319,3.5127069877958883,134.86961307812982,59.86635085602086,25.604917123853326,34.26143373216753,1334893128.7682996
2016-08-01,578.3858774193549,578.599364516129,578.1661451612902,578.3892161290322,147410.3809,84125695.70560001,578.3784225806451,2020,660.8234100000001,-82.43419387096787,1.8444125654136359,64.84335598290471,-12.474466343583057,115.06009495594127,64.99515831856587,33.48298894308868,31.512169375477193,1250767433.0626996
2016-09-01,602.9130566666668,603.08647,602.72979,602.9063533333334,91453.30179999999,55105762.910100006,602.9078966666667,2020,578.3892161290322,24.517137204301207,1.972435293230797,66.3575519279654,4.238864854429036,112.10610302665627,70.20571776828842,40.827552294863914,29.37816547342451,1305873195.9727995
2016-10-01,639.097806451613,639.2304354838709,638.9444451612903,639.0967612903224,101108.018,65278348.388100006,639.0858193548386,2020,602.9063533333334,36.19040795698902,2.1785928975158577,68.53953833529539,6.0026582498095005,131.18258123478935,76.34451395062644,47.93095823343882,28.413555717187613,1371151544.3608994
2016-11-01,723.0869966666666,723.2535166666668,722.89886,723.08023,154318.60910000003,111478762.3193,723.0781966666667,2020,639.0967612903224,83.9834687096776,2.7004940416275547,72.97658126858707,13.140962964687342,157.64721570105803,86.92023139046819,55.728824815040454,31.191406575427735,1482630306.6801994
2016-12-01,820.2509032258066,820.4079677419355,820.0726258064516,820.2475451612905,172682.26879999996,145841527.1999,820.2348580645161,2020,723.08023,97.1673151612905,3.359217613588578,77.06010370111383,13.43797149056205,208.20811610593486,101.89852721540217,64.96277661590477,36.935750599497396,1628471833.8800993
2017-01-01,908.9047322580648,909.3056354838709,908.4661774193548,908.8890806451615,335463.161,305320151.18850005,908.8653193548388,2020,820.2475451612905,88.64153548387094,4.014772159208687,80.05891457773036,10.80668098390234,223.01313147523715,119.48513473020955,75.86725893385086,43.61787579635869,1933791985.0685992
2017-02-01,1059.5907857142856,1060.0082107142857,1059.2321321428572,1059.6575285714287,209670.21020000003,222856714.61130002,1059.6211214285715,2020,908.8890806451615,150.76844792626719,5.231155847444003,83.95161307977563,16.58821204224903,275.77936824852026,143.83865071944274,89.46154795756114,54.3771027618816,2156648699.679899
2017-03-01,1131.9854451612905,1132.6328354838708,1131.365948387097,1132.0544129032257,321960.8956,356649293.0571001,1131.9828516129032,2020,1059.6575285714287,72.39688433179708,5.868345274312007,85.44045239338716,6.8321021065549825,406.2912609707805,167.01257592264722,104.9717632864983,62.040812636148914,2513297992.7369995
2017-04-01,1208.26902,1208.7564033333333,1207.86892,1208.3769166666666,162542.2934,195622703.41619998,1208.30128,2020,1132.0544129032257,76.32250376344086,6.6011526879160085,86.84410061134862,6.741946579025915,496.111544562667,189.31240309106988,121.83989971805329,67.4725033730166,2708920696.1531997
2017-05-01,1878.0316870967742,1879.8241548387095,1876.0508967741935,1877.9832322580644,464388.6172000001,902909538.6188998,1877.8700354838713,2020,1208.3769166666666,669.6063155913978,13.614823000538435,93.15763181009336,55.41369636872253,637.5512882760588,257.7299214563178,149.01791498405285,108.71200647226496,3611830234.7720995
2017-06-01,2619.4270266666667,2621.3923499999996,2617.13244,2619.2916666666656,447661.5253999999,1160124424.5879002,2619.2126033333334,2020,1877.9832322580644,741.3084344086012,22.08540612244808,95.66825900876135,39.47364500785564,932.2310104411767,367.2088660363952,192.65611921929943,174.55274681709577,4771954659.36
2017-07-01,2494.606506451613,2496.5229935483862,2492.4644258064513,2494.6022451612903,442360.8249,1083688553.3321002,2494.463303225807,2020,2619.2916666666656,-124.68942150537532,8.646391407550619,89.63342914722224,-4.760425236035514,300.31890859684455,438.89170936165704,241.90324990970504,196.988459451952,3688266106.0278997
2017-08-01,3828.515812903226,3831.463658064517,3824.867477419355,3828.467670967742,375447.36579999985,1440527919.0809,3828.17524516129,2020,2494.6022451612903,1333.8654258064516,15.747612039039351,94.02899949157552,53.47006435169024,386.52578044394346,595.9613598046967,312.7148864538122,283.2464733508845,5128794025.1088
2017-09-01,4084.9919099999997,4088.6704599999994,4080.5437366666674,4084.7861700000003,517529.31729999994,2059510905.5972,4084.5044399999997,2020,3828.467670967742,256.3184990322584,17.23625141614181,94.51641690399788,6.695067610887451,507.821934521285,732.5784678324965,396.6876165473001,335.8908512851964,7188304930.705999
2017-10-01,5284.686319354839,5287.754196774194,5280.711735483871,5284.604106451612,373570.1096999999,2010585803.5853002,5284.1781225806435,2020,4084.7861700000003,1199.8179364516118,24.837999308134123,96.12973129972495,29.372845640329114,675.3894654166747,926.5904625505136,502.66819969926536,423.92226285124826,9198890734.2913
2017-11-01,7756.808073333333,7763.277993333333,7748.762463333333,7756.455426666666,486006.5692,3734634850.8481994,7755.88358,2020,5284.604106451612,2471.8513202150543,41.922764641176364,97.67023394611286,46.77457895469104,1013.0680983306206,1264.487169540614,655.0320097133169,609.4551598272972,12933525585.1395
2017-12-01,14842.598235483872,14864.79590967742,14814.73675483871,14842.457087096776,562151.7685,8303391588.337001,14840.260445161291,2020,7756.455426666666,7086.00166043011,95.35169550457042,98.96213554441026,91.35618359990134,1604.0827400895544,2078.1487656027784,939.655384870681,1138.4933807320974,21236917173.4765
2018-01-01,12894.232761290323,12912.994322580646,12873.85938064516,12893.991551612902,465109.10229999997,5840884067.485602,12893.209161290322,2020,14842.457087096776,-1948.4655354838742,5.59997707594495,84.84843222191306,-13.127648097953838,300.6847418612613,2536.96430245369,1259.1171899189658,1277.8471125347241,15396033105.990898
2018-02-01,9390.280357142858,9402.178792857145,9377.579528571425,9390.126989285713,579571.2295,5159395642.895201,9389.578296428572,2020,12893.991551612902,-3503.8645623271896,1.9672961961427955,66.29928615485352,-27.174397844931843,173.8694283594638,2588.7945971754116,1525.0526857094683,1063.7419114659433,10236637463.095697
2018-03-01,9025.455480645165,9033.677916129029,9017.239987096773,9025.407667741934,477982.4693,4212182564.764799,9025.345022580646,2020,9390.126989285713,-364.7193215437783,1.8323242963829898,64.69330855661386,-3.8840723023227386,130.6336543715324,2570.869753063009,1734.216108202632,836.6536448603767,6024454898.330898
2018-04-01,7983.838459999998,7989.249536666668,7977.891446666666,7983.762210000001,382811.7642,3111456927.2083,7983.6075433333335,2020,9025.407667741934,-1041.6454577419336,1.5096284384255274,60.15346396746393,-11.541256595698378,110.3649578758366,2444.628992628638,1876.2986899909226,568.3303026377155,2912997971.122598
2018-05-01,8439.268025806452,8444.56817419355,8433.172287096773,8439.19507419355,315321.98470000003,2678805978.3296003,8438.807232258063,2020,7983.762210000001,455.4328641935499,1.593629360509485,61.443989830391075,5.704489339914209,123.77633296958727,2354.103458168167,1971.8596462645214,382.24381190364556,5591803949.452198
2018-06-01,6784.735019999998,6788.257506666664,6780.497553333334,6784.687186666664,244694.83320000005,1630845884.4571002,6784.289130000002,2020,8439.19507419355,-1654.5078875268864,1.1956083284167314,54.45453603643838,-19.60504376283767,113.96852145231173,2124.641361155809,2002.4159899176336,122.22537123817551,3960958064.995098
2018-07-01,7097.319661290324,7100.6127129032275,7093.827158064516,7097.367345161291,243006.75269999995,1757564759.3903003,7097.150293548389,2020,6784.687186666664,312.680158494627,1.2471002075866027,55.49820178807223,4.608615694310991,121.98366642025688,1945.5419289057354,1991.0411775142786,-45.49924860854321,5718522824.385399
2018-08-01,6689.47256129032,6692.213187096774,6686.53094516129,6689.429480645161,239931.2763,1597323697.5801,6689.298822580647,2020,7097.367345161291,-407.9378645161305,1.1619458483056524,53.74537244844897,-5.747734965335372,112.59072894403712,1750.5645382841785,1942.9458489884416,-192.38131070426311,4121199126.805299
2018-09-01,6588.8603366666675,6590.889886666667,6586.824123333333,6588.991483333331,162012.53530000002,1064987606.3656001,6588.82536,2020,6689.429480645161,-100.43799731182935,1.1410196070164795,53.2932815410549,-1.501443398161706,107.23702462096445,1569.8543379961238,1868.3275459462075,-298.47320795008363,3056211520.4396987
2018-10-01,6415.058174193548,6416.147554838708,6414.002574193548,6415.134477419355,117891.49259999995,756117041.0088,6415.047706451613,2020,6588.991483333331,-173.85700591397654,1.103491467704057,52.45999257170786,-2.6385981277065373,104.29051850112201,1396.5333134178181,1773.9686985869353,-377.4353851691171,2300094479.4308987
2018-11-01,5388.156046666668,5390.6586966666655,5385.704903333335,5388.250193333334,344685.1698000001,1618532709.0898001,5388.115810000001,2020,6415.134477419355,-1026.8842840860207,0.910527997355861,47.658448272729665,-16.007213686642928,97.60574689624829,1163.0262570439645,1651.7802093940622,-488.75395235009773,681561770.3410985
2018-12-01,3671.0825548387097,3673.351983870967,3668.857074193549,3671.148122580645,359308.3999000001,1318575326.8268003,3670.9937451612905,2020,5388.250193333334,-1717.102070752689,0.6903251297220261,40.83978387255889,-31.86752673209553,92.66932236119628,830.032312209868,1487.4306290057043,-657.3983167958363,-637013556.4857018
2019-01-01,3658.59438064516,3659.7657967741943,3657.5220935483862,3658.7020548387104,206445.3634,757812407.0912999,3658.5916193548383,2020,3671.148122580645,-12.446067741934712,0.6890075458998381,40.79363337200258,-0.3390238510230903,89.77878493710766,558.6912881166973,1301.6827599675776,-742.9914718508803,-1394825963.5770016
2019-02-01,3648.5145500000003,3649.497092857143,3647.61095,3648.598142857142,203472.2193,751688489.5218999,3648.527135714285,2020,3658.7020548387104,-10.103911981568217,0.6878448636992248,40.75284870623034,-0.27616110385937365,86.939341348983,338.93224465785534,1109.1326561921683,-770.2004115343129,-2146514453.0989015
2019-03-01,3918.4440741935487,3919.171858064517,3917.7269000000006,3918.478467741936,163724.4627,640710125.2987,3918.4358096774195,2020,3648.598142857142,269.88032488479394,0.7370156639647175,42.429995264549774,7.3968224046032205,88.09972012491022,184.40163343081895,924.1864510916666,-739.7848176608477,-1505804327.8002014
2019-04-01,5139.198513333335,5141.239606666666,5137.123876666667,5139.259406666665,294950.48019999993,1504478948.3790998,5139.176476666666,2020,3918.478467741936,1220.780938924729,0.9796556391250719,49.48616414711602,31.154463370784246,92.53386352101526,158.51877259471803,771.0529150291327,-612.5341424344147,-1325379.4211015701
2019-05-01,7228.868570967741,7234.243883870967,7223.236358064517,7228.599841935482,370222.0308,2720982317.9555,7228.840503225806,2020,5139.259406666665,2089.3404352688167,1.4326808627048815,58.89308723840961,40.65450427659903,100.71395855395284,302.9527555463537,677.4328829549668,-374.48012740861304,2719656938.5343986
2019-06-01,9358.394883333332,9365.898679999997,9350.506933333332,9357.942046666665,335853.84369999997,3363342281.7300005,9358.317480000002,2020,7228.599841935482,2129.3422047311833,1.93635215381111,65.94413927150755,29.45718744006509,111.67360210476664,582.3777811424115,658.4218625636025,-76.04408142119098,6082999220.264399
2019-07-01,10667.47536451613,10676.196741935486,10658.213206451612,10667.681748387093,369569.78729999997,3969050026.8566,10666.899167741936,2020,9357.942046666665,1309.7397017204275,2.2743199254097544,69.45930688569297,13.996022792072772,122.28180336660022,899.0596589775041,706.5494219048179,192.5102370726862,10052049247.120998
2019-08-01,10614.080619354838,10619.958129032259,10607.477993548388,10613.555658064513,249467.42810000002,2677518152.4228005,10613.80429032258,2020,10667.681748387093,-54.12609032257933,2.240187288317969,69.1375864720735,-0.5073838121460894,108.24095401627409,1132.6083692782213,791.7612114622677,340.84715781595355,7374531094.698198
2019-09-01,9791.365106666666,9796.325420000001,9785.000356666666,9788.895009999998,212650.56690000003,2008378024.6051998,9791.51500666667,2020,10613.555658064513,-824.660648064515,1.792945356490956,64.19550430244023,-7.7698810335809725,105.16182404734991,1236.9370866836625,880.7963865757331,356.14070010792943,5366153070.0929985
